Name, Ingr1, Ingr1Amount, Ingr2, Ingr2Amount, Ingr3, Ingr3Amount, Ingr4, Ingr4Amount, Ingr5, Ingr5Amount, Ingr6, Ingr6Amount, Ingr7, Ingr7Amount, Ingr8, Ingr8Amount, Ingr9, Ingr9Amount, Ingr10, Ingr10Amount
tofu pancakes, tofu naturalne, 1, mleko, 0.25, cukier waniliowy, 1, sol, 0.01, maka pszenna, 0.25, olej, 1, proszek do pieczenia, 0.5
tosty francuskie, chalka, 2, mleko, 0.25, jajko, 2, cukier waniliowy, 1
owsianka, platki owsiane, 0.25, mleko, 0.25, miod, 0.01
